semester,name,dayOfWeek,week,period,teacher,weeks,location,courseType,className
2025-1,大学英语(三),星期三,3,05-06,吴教授,1-18周,教C203,必修课,网络工程2204班
2025-1,高等数学(上),星期三,3,09-10,孙教授,1-18周,教C102,必修课,网络工程2204班
2025-1,大学英语(一),星期四,3,01-02,李教授,1-18周,机房A101,必修课,网络工程2204班
2025-1,人工智能导论,星期四,1,05-06,李教授,1-16周,机房A101,选修课,网络工程2204班
2025-1,大学英语(二),星期四,3,09-10,郑教授,1-18周,外语楼401,必修课,网络工程2204班
2025-1,机器学习,星期一,3,01-02,吴教授,1-18周,教B103,选修课,网络工程2301班
2025-1,线性代数,星期一,1,05-06,吴教授,1-16周,机房A102,必修课,网络工程2301班
2025-1,大数据分析,星期一,1,09-10,王教授,1-16周,教B101,选修课,网络工程2301班
2025-1,人工智能导论,星期二,1,01-02,朱教授,1-16周,教B102,选修课,网络工程2301班
2025-1,深度学习,星期二,3,05-06,朱教授,1-18周,教B302,选修课,网络工程2301班
2025-1,大学英语(三),星期二,3,09-10,吴教授,1-18周,教A202,必修课,网络工程2301班
2025-1,高等数学(下),星期三,1,01-02,张教授,1-16周,教B102,必修课,网络工程2301班
2025-1,大学英语(二),星期三,3,05-06,马教授,1-18周,教C101,必修课,网络工程2301班
2025-1,高等数学(上),星期三,3,09-10,张教授,1-18周,教A301,必修课,网络工程2301班
2025-1,大学英语(四),星期四,3,01-02,朱教授,1-18周,机房B101,必修课,网络工程2301班
2025-1,概率论与数理统计,星期四,3,05-06,郑教授,1-18周,教A301,必修课,网络工程2301班
2025-1,大学英语(一),星期四,3,09-10,孙教授,1-18周,教A303,必修课,网络工程2301班
2025-1,概率论与数理统计,星期一,3,01-02,赵教授,1-18周,机房B102,必修课,网络工程2302班
2025-1,高等数学(上),星期一,1,05-06,赵教授,1-16周,机房A102,必修课,网络工程2302班
2025-1,大学英语(四),星期一,1,09-10,马教授,1-16周,教C203,必修课,网络工程2302班
2025-1,深度学习,星期二,3,01-02,郑教授,1-18周,机房B102,选修课,网络工程2302班
2025-1,大学英语(一),星期二,3,05-06,刘教授,1-18周,教B301,必修课,网络工程2302班
2025-1,大数据分析,星期二,1,09-10,陈教授,1-16周,机房A101,选修课,网络工程2302班
2025-1,大学英语(二),星期三,3,01-02,吴教授,1-18周,教A303,必修课,网络工程2302班
2025-1,大学英语(三),星期三,3,05-06,吴教授,1-18周,外语楼301,必修课,网络工程2302班
2025-1,机器学习,星期三,1,09-10,马教授,1-16周,教C302,选修课,网络工程2302班
2025-1,人工智能导论,星期四,1,01-02,刘教授,1-16周,外语楼101,选修课,网络工程2302班
2025-1,线性代数,星期四,1,05-06,刘教授,1-16周,机房A102,必修课,网络工程2302班
2025-1,高等数学(下),星期四,1,09-10,陈教授,1-16周,教A202,必修课,网络工程2302班
2025-1,线性代数,星期一,1,01-02,赵教授,1-16周,教C303,必修课,网络工程2303班
2025-1,大学英语(二),星期一,3,05-06,王教授,1-18周,机房C102,必修课,网络工程2303班
2025-1,人工智能导论,星期一,3,09-10,张教授,1-18周,图书馆报告厅,选修课,网络工程2303班
2025-1,高等数学(下),星期二,3,01-02,吴教授,1-18周,教C202,必修课,网络工程2303班
2025-1,概率论与数理统计,星期二,3,05-06,陈教授,1-18周,教B103,必修课,网络工程2303班
2025-1,大数据分析,星期二,1,09-10,张教授,1-16周,教C302,选修课,网络工程2303班
2025-1,深度学习,星期三,1,01-02,孙教授,1-16周,外语楼401,选修课,网络工程2303班
2025-1,高等数学(上),星期三,1,05-06,孙教授,1-16周,外语楼301,必修课,网络工程2303班
2025-1,大学英语(四),星期三,1,09-10,李教授,1-16周,图书馆报告厅,必修课,网络工程2303班
2025-1,大学英语(一),星期四,3,01-02,孙教授,1-18周,外语楼201,必修课,网络工程2303班
2025-1,机器学习,星期四,3,05-06,陈教授,1-18周,教C302,选修课,网络工程2303班
2025-1,大学英语(三),星期四,1,09-10,李教授,1-16周,教B203,必修课,网络工程2303班
2025-1,概率论与数理统计,星期一,1,01-02,吴教授,1-16周,教B102,必修课,网络工程2304班
2025-1,机器学习,星期一,3,05-06,郑教授,1-18周,教B301,选修课,网络工程2304班
2025-1,高等数学(下),星期一,3,09-10,赵教授,1-18周,教B202,必修课,网络工程2304班
2025-1,大数据分析,星期二,3,01-02,周教授,1-18周,机房C102,选修课,网络工程2304班
2025-1,大学英语(一),星期二,1,05-06,陈教授,1-16周,教B201,必修课,网络工程2304班
2025-1,大学英语(二),星期二,3,09-10,周教授,1-18周,图书馆报告厅,必修课,网络工程2304班
2025-1,深度学习,星期三,3,01-02,赵教授,1-18周,机房A101,选修课,网络工程2304班
2025-1,线性代数,星期三,1,05-06,陈教授,1-16周,图书馆报告厅,必修课,网络工程2304班
2025-1,人工智能导论,星期三,3,09-10,马教授,1-18周,教B201,选修课,网络工程2304班
2025-1,大学英语(四),星期四,1,01-02,赵教授,1-16周,教C203,必修课,网络工程2304班
2025-1,高等数学(上),星期四,3,05-06,王教授,1-18周,教B103,必修课,网络工程2304班
2025-1,大学英语(三),星期四,1,09-10,马教授,1-16周,教A101,必修课,网络工程2304班
2025-1,高等数学(上),星期一,3,01-02,朱教授,1-18周,机房B101,必修课,网络工程2401班
2025-1,大学英语(三),星期一,3,05-06,吴教授,1-18周,教C103,必修课,网络工程2401班
2025-1,高等数学(下),星期一,3,09-10,刘教授,1-18周,教C301,必修课,网络工程2401班
2025-1,人工智能导论,星期二,1,01-02,张教授,1-16周,教B101,选修课,网络工程2401班
2025-1,大学英语(一),星期二,3,05-06,马教授,1-18周,教C301,必修课,网络工程2401班
2025-1,大学英语(二),星期二,1,09-10,王教授,1-16周,机房A101,必修课,网络工程2401班
2025-1,概率论与数理统计,星期三,3,01-02,刘教授,1-18周,图书馆报告厅,必修课,网络工程2401班
2025-1,机器学习,星期三,3,05-06,李教授,1-18周,外语楼301,选修课,网络工程2401班
2025-1,深度学习,星期三,1,09-10,郑教授,1-16周,教B303,选修课,网络工程2401班
2025-1,大数据分析,星期四,3,01-02,孙教授,1-18周,教A302,选修课,网络工程2401班
2025-1,线性代数,星期四,1,05-06,刘教授,1-16周,机房A102,必修课,网络工程2401班
2025-1,大学英语(四),星期四,1,09-10,朱教授,1-16周,外语楼101,必修课,网络工程2401班
2025-1,大学英语(四),星期一,1,01-02,赵教授,1-16周,教C303,必修课,网络工程2402班
2025-1,人工智能导论,星期一,3,05-06,张教授,1-18周,教A201,选修课,网络工程2402班
2025-1,概率论与数理统计,星期一,3,09-10,孙教授,1-18周,教B303,必修课,网络工程2402班
2025-1,高等数学(下),星期二,3,01-02,赵教授,1-18周,教C201,必修课,网络工程2402班
2025-1,大学英语(三),星期二,3,05-06,陈教授,1-18周,机房C101,必修课,网络工程2402班
2025-1,机器学习,星期二,3,09-10,周教授,1-18周,教B301,选修课,网络工程2402班
2025-1,线性代数,星期三,3,01-02,张教授,1-18周,外语楼101,必修课,网络工程2402班
2025-1,大学英语(一),星期三,3,05-06,赵教授,1-18周,教C101,必修课,网络工程2402班
2025-1,大数据分析,星期三,3,09-10,陈教授,1-18周,教C202,选修课,网络工程2402班
2025-1,深度学习,星期四,1,01-02,李教授,1-16周,教A202,选修课,网络工程2402班
2025-1,大学英语(二),星期四,1,05-06,吴教授,1-16周,外语楼401,必修课,网络工程2402班
2025-1,高等数学(上),星期四,3,09-10,朱教授,1-18周,教A101,必修课,网络工程2402班
2025-1,大学英语(四),星期一,3,01-02,孙教授,1-18周,教B201,必修课,网络工程2403班
2025-1,概率论与数理统计,星期一,3,05-06,李教授,1-18周,教B202,必修课,网络工程2403班
2025-1,机器学习,星期一,3,09-10,王教授,1-18周,机房B102,选修课,网络工程2403班
2025-1,高等数学(下),星期二,1,01-02,刘教授,1-16周,教C201,必修课,网络工程2403班
2025-1,大数据分析,星期二,1,05-06,刘教授,1-16周,教B301,选修课,网络工程2403班
2025-1,大学英语(三),星期二,3,09-10,刘教授,1-18周,体育馆,必修课,网络工程2403班
2025-1,线性代数,星期三,1,01-02,朱教授,1-16周,外语楼201,必修课,网络工程2403班
2025-1,人工智能导论,星期三,3,05-06,吴教授,1-18周,外语楼101,选修课,网络工程2403班
2025-1,深度学习,星期三,3,09-10,马教授,1-18周,教B101,选修课,网络工程2403班
2025-1,大学英语(二),星期四,3,01-02,赵教授,1-18周,教B103,必修课,网络工程2403班
2025-1,高等数学(上),星期四,1,05-06,朱教授,1-16周,教A301,必修课,网络工程2403班
2025-1,大学英语(一),星期四,3,09-10,郑教授,1-18周,教A101,必修课,网络工程2403班
2025-1,概率论与数理统计,星期一,3,01-02,赵教授,1-18周,机房C102,必修课,网络工程2404班
2025-1,深度学习,星期一,1,05-06,周教授,1-16周,教B102,选修课,网络工程2404班
2025-1,线性代数,星期一,3,09-10,周教授,1-18周,教A101,必修课,网络工程2404班
2025-1,人工智能导论,星期二,1,01-02,王教授,1-16周,机房B102,选修课,网络工程2404班
2025-1,大学英语(二),星期二,1,05-06,刘教授,1-16周,教A101,必修课,网络工程2404班
2025-1,大学英语(一),星期二,3,09-10,赵教授,1-18周,外语楼101,必修课,网络工程2404班
2025-1,大数据分析,星期三,3,01-02,周教授,1-18周,教A202,选修课,网络工程2404班
2025-1,机器学习,星期三,3,05-06,朱教授,1-18周,机房B102,选修课,网络工程2404班
2025-1,高等数学(下),星期三,3,09-10,孙教授,1-18周,教B203,必修课,网络工程2404班
2025-1,高等数学(上),星期四,3,01-02,张教授,1-18周,教B101,必修课,网络工程2404班
2025-1,大学英语(四),星期四,3,05-06,吴教授,1-18周,教C103,必修课,网络工程2404班
2025-1,大学英语(三),星期四,3,09-10,周教授,1-18周,外语楼101,必修课,网络工程2404班
